microRNA ID	Chromosome	Start	Stop	Length	Strand	Total counts	Maximum counts	Geometric mean	Arithmetic mean	P-value (EV CL1-5 vs. EV CL1-0)	FDR step up (EV CL1-5 vs. EV CL1-0)	Ratio (EV CL1-5 vs. EV CL1-0)	Log2(Ratio) (EV CL1-5 vs. EV CL1-0)	Fold change (EV CL1-5 vs. EV CL1-0)	LSMean(EV CL1-5) (EV CL1-5 vs. EV CL1-0)	LSMean(EV CL1-0) (EV CL1-5 vs. EV CL1-0)	FC 95% lower limit (EV CL1-5 vs. EV CL1-0)	FC 95% upper limit (EV CL1-5 vs. EV CL1-0)	P-value (CE CL1-5 vs. CE CL1-0)	FDR step up (CE CL1-5 vs. CE CL1-0)	Ratio (CE CL1-5 vs. CE CL1-0)	Log2(Ratio) (CE CL1-5 vs. CE CL1-0)	Fold change (CE CL1-5 vs. CE CL1-0)	LSMean(CE CL1-5) (CE CL1-5 vs. CE CL1-0)	LSMean(CE CL1-0) (CE CL1-5 vs. CE CL1-0)	FC 95% lower limit (CE CL1-5 vs. CE CL1-0)	FC 95% upper limit (CE CL1-5 vs. CE CL1-0)	P-value (EV CL1-0 vs. CE CL1-0)	FDR step up (EV CL1-0 vs. CE CL1-0)	Ratio (EV CL1-0 vs. CE CL1-0)	Log2(Ratio) (EV CL1-0 vs. CE CL1-0)	Fold change (EV CL1-0 vs. CE CL1-0)	LSMean(EV CL1-0) (EV CL1-0 vs. CE CL1-0)	LSMean(CE CL1-0) (EV CL1-0 vs. CE CL1-0)	FC 95% lower limit (EV CL1-0 vs. CE CL1-0)	FC 95% upper limit (EV CL1-0 vs. CE CL1-0)	P-value (EV CL1-5 vs. CE CL1-5)	FDR step up (EV CL1-5 vs. CE CL1-5)	Ratio (EV CL1-5 vs. CE CL1-5)	Log2(Ratio) (EV CL1-5 vs. CE CL1-5)	Fold change (EV CL1-5 vs. CE CL1-5)	LSMean(EV CL1-5) (EV CL1-5 vs. CE CL1-5)	LSMean(CE CL1-5) (EV CL1-5 vs. CE CL1-5)	FC 95% lower limit (EV CL1-5 vs. CE CL1-5)	FC 95% upper limit (EV CL1-5 vs. CE CL1-5)
hsa-miR-425-5p	3	49020199	49020222	23	-	10464.12692134597E0	3066.5440049064705E0	979.3639242561316E0	1308.0158651682461E0	0.09945822239558115E0	0.17596454731525896E0	0.5858558652179411E0	-0.7713823246300395E0	-1.706904478336144E0	1551.0405907005402E0	2647.47813058694E0	-3.289013529115344E0	1.1288785583899077E0	0.029806754830334944E0	0.10824558333121637E0	0.4714027480389546E0	-1.0849679260943261E0	-2.1213283209739893E0	331.1233657642865E0	702.4213736212175E0	-4.087561803212387E0	-1.10090906560233E0	0.0016495504623275498E0	0.004742457579191706E0	3.7690739909366555E0	1.9142101169204453E0	3.7690739909366555E0	2647.47813058694E0	702.4213736212175E0	1.9560422045574513E0	7.262582942257739E0	6.303624302077297E-4	0.0027184379802708343E0	4.684177411388706E0	2.227795718384732E0	4.684177411388706E0	1551.0405907005402E0	331.1233657642865E0	2.430954853193002E0	9.02588462000622E0
hsa-miR-4443	3	48196572	48196589	17	+	7468.5178227265915E0	3676.8802228412255E0	80.3259340867613E0	933.5647278408239E0	4.298930594173205E-4	0.0030818287383981196E0	0.054354177530408394E0	-4.201465268215041E0	-18.397849906578955E0	191.60061258707358E0	3525.0393141191716E0	-60.608421224675695E0	-5.584717013668068E0	0.2740681362422492E0	0.47875193419532136E0	0.5866091416819286E0	-0.7695285407437082E0	-1.704712608352463E0	6.514179954513764E0	11.104804702536768E0	-5.6158703521706155E0	1.9324787479970746E0	3.82200696481174E-6	8.790616019067002E-5	317.43370596016996E0	8.310311515300684E0	317.43370596016996E0	3525.0393141191716E0	11.104804702536768E0	96.35785852093149E0	1045.7284878090043E0	1.7596711187523872E-4	0.0012780769178306812E0	29.412852241654843E0	4.878374787829352E0	29.412852241654843E0	191.60061258707358E0	6.514179954513764E0	8.928350713184999E0	96.89537348839292E0
hsa-miR-4454	4	163093607	163093627	20	-	3832.447494134671E0	1839.9264029438823E0	56.74012277210992E0	479.0559367668339E0	0.0073551215407306495E0	0.02537516931552074E0	0.0801798822796021E0	-3.6406158904546486E0	-12.471956450532252E0	140.76522827732788E0	1755.6177975722196E0	-85.2377715104841E0	-1.8248916524623202E0	0.5049136560113612E0	0.6511970516782041E0	0.7187356511388839E0	-0.4764668456646027E0	-1.3913321238697902E0	8.296932500131703E0	11.543788717656355E0	-9.508856941570595E0	4.9120942212399035E0	2.9254072591504627E-4	0.001345687339209213E0	152.0833271486817E0	7.248718189264656E0	152.0833271486817E0	1755.6177975722196E0	11.543788717656355E0	22.252771270740066E0	1039.3913690662637E0	0.012037858810151156E0	0.02966472349644392E0	16.965936291248767E0	4.084569144474609E0	16.965936291248767E0	140.76522827732788E0	8.296932500131703E0	2.482448975580421E0	115.95122279256982E0
hsa-miR-4488	11	61508599	61508617	18	+	4134.627106306007E0	1308.3296990841693E0	45.96470796449303E0	516.8283882882508E0	0.7951589308567424E0	0.8475903606991426E0	1.275527322238051E0	0.35109380229998477E0	1.275527322238051E0	1155.1992431288445E0	905.6640519894524E0	-5.890521818297207E0	9.5837019868681E0	0.9410360915690409E0	0.9619480047150196E0	1.3005473897251605E0	0.37911896958143443E0	1.3005473897251605E0	3.6464653098300914E0	2.8037927248763026E0	-5.777199339937356E0	9.771690802401313E0	1.1559273163696038E-4	6.380718786360214E-4	323.0139100763067E0	8.335452483381237E0	323.0139100763067E0	905.6640519894524E0	2.8037927248763026E0	42.99101415401144E0	2426.9719650949123E0	9.565961345477195E-5	9.42930475482752E-4	316.7997344966746E0	8.307427316099787E0	316.7997344966746E0	1155.1992431288445E0	3.6464653098300914E0	42.16394850152496E0	2380.281623139107E0
hsa-miR-4516	16	2133120	2133137	17	+	30232.740858889625E0	14261.83844011142E0	260.514892841761E0	3779.092607361203E0	0.483763397669377E0	0.5960656149854824E0	0.5237802686769887E0	-0.9329663819304844E0	-1.9091975391243545E0	5180.610502948668E0	9890.808824471533E0	-10.434736317933432E0	2.862725768380907E0	0.04852846411721988E0	0.14882062329280762E0	8.287449208963013E0	3.0509281234512615E0	8.287449208963013E0	40.111118408130096E0	4.839983616481732E0	1.5163179167428966E0	45.2951281738282E0	6.602837114815873E-6	1.2164887702621487E-4	2043.5624571245137E0	10.996870621588965E0	2043.5624571245137E0	9890.808824471533E0	4.839983616481732E0	373.90158172791615E0	11169.108985496932E0	8.38533982890389E-5	9.42930475482752E-4	129.1564709311586E0	7.012976116207218E0	129.1564709311586E0	5180.610502948668E0	40.111118408130096E0	23.631188077073492E0	705.9058532725729E0
hsa-miR-455-3p	9	114209487	114209508	21	+	1537.6379076263686E0	373.8084854526198E0	137.58338529559384E0	192.20473845329607E0	0.385594365536766E0	0.5166215771269292E0	1.435345484479657E0	0.5213980322008545E0	1.435345484479657E0	300.0410412781589E0	209.03750665200863E0	-2.1770716249428537E0	4.485239231320265E0	0.0032899197760571054E0	0.016815145522069648E0	7.477967337098101E0	2.902646169683712E0	7.477967337098101E0	229.10329730763942E0	30.637108575377056E0	2.393064471441949E0	23.367525681834753E0	0.0058783537441854435E0	0.01248019717996294E0	6.823016802317405E0	2.7704097690747664E0	6.823016802317405E0	209.03750665200863E0	30.637108575377056E0	2.1834702348423805E0	21.32090355152756E0	0.6279920453166788E0	0.683638004948826E0	1.309632138823374E0	0.3891616315919092E0	1.309632138823374E0	300.0410412781589E0	229.10329730763942E0	-2.386051650395511E0	4.092403892417524E0
hsa-miR-501-3p	X	50009772	50009794	22	+	1956.157168425049E0	919.9632014719411E0	62.38609762146783E0	244.5196460531311E0	0.01775033216690999E0	0.048030310569285854E0	0.2005377761877079E0	-2.3180540657623294E0	-4.986591648767349E0	159.275813000831E0	794.243439176082E0	-17.479550051455178E0	-1.4225821716438385E0	0.2615685110865494E0	0.4716531147083457E0	0.5822349072322529E0	-0.7803267576919203E0	-1.7175198319071259E0	9.037406736037752E0	15.521925299573667E0	-6.020439607002626E0	2.0409138986117417E0	9.239146973275756E-5	5.795464919600247E-4	51.169131619908704E0	5.677201844782477E0	51.169131619908704E0	794.243439176082E0	15.521925299573667E0	14.597604838762537E0	179.36367367494088E0	6.154703391874428E-4	0.0027184379802708343E0	17.62406158931893E0	4.1394745367120676E0	17.62406158931893E0	159.275813000831E0	9.037406736037752E0	5.0278181120195855E0	61.77780102298518E0
hsa-miR-532-5p	X	50003167	50003189	22	+	22612.35820280635E0	5592.190328419964E0	2280.908593814378E0	2826.5447753507938E0	0.002680124304758866E0	0.011930875937313663E0	4.945973136035583E0	2.3062544037768813E0	4.945973136035583E0	4135.575570415203E0	836.1500266080348E0	2.029799484623234E0	12.051757056646583E0	0.24500357140839216E0	0.4716531147083457E0	0.6158360055431389E0	-0.6993818762542433E0	-1.6238089215294358E0	2414.2205829403956E0	3920.2329214395413E0	-3.956703785167358E0	1.5005956808513028E0	0.0025682019447520786E0	0.006687016384448808E0	0.21329090479633206E0	-2.229105647657031E0	-4.688432453108506E0	836.1500266080348E0	3920.2329214395413E0	-11.424212656895186E0	-1.9241062406251666E0	0.25611467204733157E0	0.3184128355183041E0	1.713006507881885E0	0.7765306323740938E0	1.713006507881885E0	4135.575570415203E0	2414.2205829403956E0	-1.422458492109183E0	4.174049818231464E0
hsa-miR-574-3p	4	38868092	38868114	22	+	10401.518909246412E0	3364.2763690735783E0	1007.0683235449951E0	1300.1898636558014E0	0.012322425274728181E0	0.03696727582418454E0	3.5636081786747917E0	1.8333387202049372E0	3.5636081786747917E0	2781.1813704690367E0	780.4397202013497E0	1.2637205818071218E0	10.049138578528051E0	0.2663210937881706E0	0.4716531147083457E0	1.789519449691006E0	0.839572224011505E0	1.789519449691006E0	1051.532364635967E0	587.6059993168524E0	-1.57580496779812E0	5.046326093460592E0	0.8530829220223757E0	0.8927159494496426E0	1.3281684003759002E0	0.4094380796551164E0	1.3281684003759002E0	780.4397202013497E0	587.6059993168524E0	-2.123174770606155E0	3.7453467502038094E0	0.05775849148683626E0	0.09377260970804005E0	2.6448842313807908E0	1.403204575848548E0	2.6448842313807908E0	2781.1813704690367E0	1051.532364635967E0	-1.0661841472442326E0	7.4583980147876865E0
hsa-miR-589-5p	7	5495873	5495895	22	-	1825.9032964176138E0	484.8719937936385E0	187.2418427372399E0	228.23791205220172E0	0.07266866131383694E0	0.1412433135395704E0	2.2029106357901487E0	1.139410971245165E0	2.2029106357901487E0	460.4909467441808E0	209.0375066520087E0	-1.2554841245570825E0	6.092632529985925E0	0.9850323028171526E0	0.9852971186761331E0	1.0328946227272198E0	0.04669307605814183E0	1.0328946227272198E0	123.68103400873946E0	119.74216080387782E0	-2.677639393406822E0	2.856696625016831E0	0.3536304345940447E0	0.40667499978315136E0	1.7457302025367356E0	0.8038306119236279E0	1.7457302025367356E0	209.0375066520087E0	119.74216080387782E0	-1.5842764976131996E0	4.828199767958012E0	0.016315287797245826E0	0.03755761238653141E0	3.7232139133750577E0	1.8965485071106511E0	3.7232139133750577E0	460.4909467441808E0	123.68103400873946E0	1.3462009219707074E0	10.297364693864951E0
hsa-miR-615-3p	12	54034010	54034032	22	+	3651.858826545849E0	1099.0431859322473E0	279.05051737632425E0	456.4823533182311E0	0.10224270559259438E0	0.1786011819212408E0	1.9716853911846546E0	0.9794293687607154E0	1.9716853911846546E0	1016.7821997818984E0	515.691907142656E0	-2.141520097588307E0	8.325252068242627E0	0.29458416984477004E0	0.5018841412170156E0	2.007799187887457E0	1.0056149838672268E0	2.007799187887457E0	195.89051295821662E0	97.56479339015368E0	-2.1030010953365714E0	8.477739103971716E0	0.09065947456151367E0	0.12029814893739313E0	5.28563520793251E0	2.4020768597378566E0	5.28563520793251E0	515.691907142656E0	97.56479339015368E0	1.2518071089241731E0	22.318086670194866E0	0.029427484531299012E0	0.061530194929079754E0	5.190563770262844E0	2.375891244631345E0	5.190563770262844E0	1016.7821997818984E0	195.89051295821662E0	1.2292911582675854E0	21.916656661822866E0
hsa-miR-660-5p	X	50013256	50013278	22	+	12492.199857568688E0	2651.3511319197305E0	1392.2046455296286E0	1561.524982196086E0	0.3897235016443983E0	0.5171331079512208E0	1.3601672114580945E0	0.44378401935260436E0	1.3601672114580945E0	1213.0791822297356E0	891.8603330147207E0	-1.6769105772774187E0	3.1023765349807824E0	0.16595791986059502E0	0.3556656656913732E0	0.5822080221462349E0	-0.7803933766378562E0	-1.717599143195638E0	1523.830482383502E0	2617.329931156387E0	-3.9176354447193016E0	1.327945925448225E0	0.012209186243073171E0	0.022464902687254634E0	0.34075197114443573E0	-1.55320609228952E0	-2.93468588498972E0	891.8603330147207E0	2617.329931156387E0	-6.693662772073021E0	-1.2866470177568643E0	0.451940362521676E0	0.5240989077982462E0	0.7960722641399169E0	-0.3290286962990595E0	-1.256167367017124E0	1213.0791822297356E0	1523.830482383502E0	-2.865165496281032E0	1.815744337616531E0
hsa-miR-671-5p	7	151238449	151238472	23	+	2077.8544951835042E0	623.014142421033E0	180.4791940039501E0	259.73181189793803E0	0.42520913966100526E0	0.5433227895668401E0	0.7939390579415668E0	-0.33289982326189793E0	-1.2595425177754627E0	376.1566703830016E0	473.78531971070277E0	-4.541621796597796E0	2.862762375887129E0	0.43216584124282953E0	0.6124343360353952E0	0.6210780173891797E0	-0.6871535893549736E0	-1.6101036778015287E0	72.4052684557924E0	116.57998904225536E0	-5.805665036858474E0	2.239465060809711E0	0.038460976533691786E0	0.05832543694120292E0	4.064036405311272E0	2.022913325714112E0	4.064036405311272E0	473.78531971070277E0	116.57998904225536E0	1.1270922317026704E0	14.653984331650005E0	0.03925254989693257E0	0.0712743669181144E0	5.195156074975382E0	2.3771670918071877E0	5.195156074975382E0	376.1566703830016E0	72.4052684557924E0	1.4407892721962985E0	18.732542755687906E0
hsa-miR-7-5p	9	83969811	83969835	24	-	42298.77963592606E0	9511.58157693663E0	4440.289122050006E0	5287.347454490758E0	0.018915561147302935E0	0.05019898919861164E0	2.9045491214500374E0	1.5383142287819247E0	2.9045491214500374E0	6476.849869074393E0	2229.898547790679E0	1.0127890803377801E0	8.329874168965683E0	0.33700818421967754E0	0.5573471003796447E0	1.638534247804546E0	0.7124058276694515E0	1.638534247804546E0	7726.901436454027E0	4715.739964643932E0	-1.750266547053859E0	4.699105966208903E0	0.055359725908111175E0	0.07957960599290982E0	0.4728629154260593E0	-1.0805060929284318E0	-2.1147778084880673E0	2229.898547790679E0	4715.739964643932E0	-6.064911386739523E0	1.3561101637361619E0	0.7513042690637018E0	0.7854544631120519E0	0.8382208473257973E0	-0.2545976918159581E0	-1.1930030172720374E0	6476.849869074393E0	7726.901436454027E0	-3.4213795675493124E0	2.4039098297438763E0
hsa-miR-744-5p	17	12081909	12081931	22	+	11416.394704023101E0	3551.180611799888E0	904.653123658514E0	1427.0493380028877E0	0.09825194267787742E0	0.17596454731525896E0	1.7081250974274829E0	0.7724136370364544E0	1.7081250974274829E0	3165.556688108374E0	1853.234691410858E0	-1.1399807441613528E0	3.3261119546524496E0	0.9341461832737548E0	0.9619480047150196E0	1.0133061482986807E0	0.01907011876273482E0	1.0133061482986807E0	346.9811638887595E0	342.42480860355863E0	-1.9216598290214875E0	1.9731398471078063E0	3.8551471052625973E-4	0.0016269555230522816E0	5.412092361064751E0	2.4361864601040084E0	5.412092361064751E0	1853.234691410858E0	342.42480860355863E0	2.779380525240389E0	10.53858709115121E0	6.183892435619352E-5	8.533771561154705E-4	9.123136977952452E0	3.189529978377728E0	9.123136977952452E0	3165.556688108374E0	346.9811638887595E0	4.685187826438524E0	17.764843460235927E0
hsa-miR-7704	2	176188843	176188862	19	+	368850.4618248911E0	217111.3155473781E0	286.0584172661323E0	46106.30772811139E0	0.001658542219680087E0	0.008174243796994714E0	0.045395632251800704E0	-4.461302694721066E0	-22.028550994800455E0	8008.280296173223E0	176410.81097703168E0	-106.49154524074949E0	-4.556766059065863E0	0.6703410000887917E0	0.7773702353970862E0	1.1897621696865721E0	0.2506732114277375E0	1.1897621696865721E0	3.3358465157989485E0	2.8037927248769847E0	-4.063207882083344E0	5.751608989116696E0	1.8045277184259333E-7	2.490248251427788E-5	62918.63484865557E0	15.941199748357075E0	62918.63484865557E0	176410.81097703168E0	2.8037927248769847E0	13015.177431724183E0	304164.475051188E0	2.987607402446045E-6	2.061449107687771E-4	2400.6740860884333E0	11.229223842208272E0	2400.6740860884333E0	8008.280296173223E0	3.3358465157989485E0	496.59690267184686E0	11605.461162984557E0
hsa-miR-7977	3	176515103	176515121	18	+	5028.42007991806E0	2146.580803434529E0	258.8664009530523E0	628.5525099897575E0	0.0575159733579879E0	0.11857988219298776E0	0.41341256268783405E0	-1.2743458651659474E0	-2.418891176161706E0	697.0564813150454E0	1686.1037721908021E0	-5.840615112720173E0	-1.0017839575441458E0	0.35364521235465834E0	0.5658403084082245E0	0.7187580304593281E0	-0.4764219250711571E0	-1.39128880321649E0	54.8029942149426E0	76.24679223823978E0	-3.3593832125672116E0	1.735501396863625E0	4.442766451123923E-5	3.912409883861238E-4	22.113766649235778E0	4.466872875959556E0	22.113766649235778E0	1686.1037721908021E0	76.24679223823978E0	9.158418075356273E0	53.39553964376421E0	1.442851149242623E-4	0.0011712556387969528E0	12.71931380759528E0	3.6689489358647656E0	12.71931380759528E0	697.0564813150454E0	54.8029942149426E0	5.2677047438064974E0	30.711847304330753E0
hsa-miR-9-5p	1	156420392	156420415	23	-	33946.739972220515E0	8642.774830715898E0	2596.7165982215365E0	4243.342496527564E0	0.001139291537721357E0	0.0060470089309825874E0	6.072203028548045E0	2.6022200291233673E0	6.072203028548045E0	2622.455346907308E0	431.87873227874843E0	2.689692971693682E0	13.708497589853247E0	0.2830164416102501E0	0.48820336177768137E0	0.6657687129561622E0	-0.586907020629626E0	-1.5020231208519486E0	5563.112423042143E0	8355.923483882056E0	-3.3909406907671014E0	1.503027608604447E0	2.8405966237937575E-5	3.563657582577623E-4	0.05168533835043837E0	-4.274101102444947E0	-19.347846641145544E0	431.87873227874843E0	8355.923483882056E0	-43.6793545607803E0	-8.57016257253504E0	0.04192651918716064E0	0.07323872971934389E0	0.47140074616832806E0	-1.0849740526919536E0	-2.1213373294978184E0	2622.455346907308E0	5563.112423042143E0	-4.789093436429466E0	1.0642259427627794E0
hsa-miR-92a-3p	13	91351361	91351383	22	+	54663.01197673418E0	16485.647788983708E0	5749.02293304725E0	6832.876497091773E0	1.8404268536557157E-4	0.0019536838908037596E0	4.47752776473123E0	2.1627023782560975E0	4.47752776473123E0	14099.156833249564E0	3148.870888247109E0	2.651065438859446E0	7.562338745045952E0	0.379821721793013E0	0.5763285961592858E0	0.8111369357239566E0	-0.3019826048427902E0	-1.2328374605546462E0	4515.992966263135E0	5567.485300607288E0	-2.082205847551254E0	1.369973029509809E0	0.03705702050820978E0	0.05745920033857247E0	0.5655822545605442E0	-0.8221912393424612E0	-1.7680894192428245E0	3148.870888247109E0	5567.485300607288E0	-2.986221822043446E0	-1.0468546480245189E0	0.0011096996800483046E0	0.0042538487735185E0	3.1220502192689494E0	1.6424937437564262E0	3.1220502192689494E0	14099.156833249564E0	4515.992966263135E0	1.8485110242938478E0	5.272999426855371E0
hsa-miR-92b-3p	1	155195237	155195259	22	+	3333.527363919694E0	1002.0687871735196E0	303.50916175360175E0	416.69092048996174E0	0.24903646827031575E0	0.3735547024054736E0	1.4548222303208225E0	0.5408428760866547E0	1.4548222303208225E0	750.240050555173E0	515.6919071426557E0	-2.9878432598104685E0	6.323793331023464E0	0.44386031861746117E0	0.6187143835273701E0	0.5987505471825245E0	-0.7399730255965338E0	-1.670144611484017E0	150.1161107590824E0	250.71561350293553E0	-7.259752522215933E0	2.6026373795405324E0	0.7090999429422861E0	0.7616012017297826E0	2.05687990418599E0	1.0404575611485294E0	2.05687990418599E0	515.6919071426557E0	250.71561350293553E0	-2.113288571802514E0	8.940806065315027E0	0.04095354688339486E0	0.07323872971934389E0	4.997731732840877E0	2.321273462831718E0	4.997731732840877E0	750.240050555173E0	150.1161107590824E0	1.1497547192833357E0	21.72404431530711E0
hsa-miR-93-3p	7	100093777	100093799	22	-	3430.8142521072145E0	1246.028284842066E0	224.61873766827864E0	428.8517815134018E0	0.029876564318853764E0	0.06871609793336365E0	2.7272879251900735E0	1.447467016467483E0	2.7272879251900735E0	1140.210935800914E0	418.0750133040174E0	1.0223503662965823E0	7.275489570010867E0	0.767243995856329E0	0.8403148526045507E0	0.8884509223671012E0	-0.17063601026329964E0	-1.125554574624897E0	73.92008599672931E0	83.2010909519463E0	-3.0026021427828313E0	2.3700891128676447E0	0.008014564913257511E0	0.016029129826515023E0	5.024874174204058E0	2.329087470814036E0	5.024874174204058E0	418.0750133040174E0	83.2010909519463E0	1.8836228859971684E0	13.404679171338584E0	2.0081242447798653E-4	0.001319624503712483E0	15.4249135387173E0	3.947190497544819E0	15.4249135387173E0	1140.210935800914E0	73.92008599672931E0	5.782178647420113E0	41.1484964725299E0
hsa-miR-93-5p	7	100093815	100093838	23	-	317801.6452818271E0	75446.08223429015E0	36684.90409984901E0	39725.205660228385E0	0.02560117658028567E0	0.06308861371570397E0	2.246095742943318E0	1.1674194259244166E0	2.246095742943318E0	58469.41205976547E0	26031.576007154683E0	1.0891504617931034E0	4.632001053520593E0	0.4952872859928279E0	0.6511970516782041E0	0.7988579106881664E0	-0.32398917468146105E0	-1.2517870657856567E0	33040.3507964313E0	41359.483777562054E0	-2.581492363234909E0	1.6474412079477536E0	0.11420192906196547E0	0.14867798311840788E0	0.6293979912610129E0	-0.6679555206399669E0	-1.5888198149416997E0	26031.576007154683E0	41359.483777562054E0	-3.276536665805909E0	1.297973235452737E0	0.13172001369818764E0	0.17647924165388248E0	1.7696365397078346E0	0.8234530799659112E0	1.7696365397078346E0	58469.41205976547E0	33040.3507964313E0	-1.1653498045942086E0	3.649425160093046E0
hsa-miR-95-3p	4	8005312	8005334	22	-	4096.844948982065E0	1593.347857268508E0	245.6681826272653E0	512.1056186227581E0	0.09589143296836967E0	0.17411865460046072E0	0.2643753778764186E0	-1.9193402745836805E0	-3.7825005037626713E0	95.80030629353679E0	362.3647068973323E0	-13.973073551769241E0	-1.0239200422124233E0	0.0016044212957226558E0	0.00922542245040527E0	0.07062245350791964E0	-3.823729246867219E0	-14.159802588674712E0	104.89961536988356E0	1485.3578459302798E0	-52.30824499646875E0	-3.8330479136467783E0	0.015579786931431486E0	0.027564238417148015E0	0.2439578502759467E0	-2.035296186651278E0	-4.0990687484287776E0	362.3647068973323E0	1485.3578459302798E0	-15.142519890896958E0	-1.1096148280080078E0	0.7913095241742004E0	0.8088941802669604E0	0.9132569834236857E0	-0.13090721436773978E0	-1.0949820457448085E0	95.80030629353679E0	104.89961536988356E0	-4.045013251905429E0	3.3736960479851765E0
hsa-miR-96-5p	7	129774739	129774762	23	-	14442.27321132925E0	3355.8409223149893E0	1420.2939087957566E0	1805.2841514161562E0	0.7586962878884033E0	0.8309530772111083E0	0.5473585524474893E0	-0.8694419010364763E0	-1.8269560154464466E0	762.8801729527215E0	1393.7485211826443E0	-6.584214556237024E0	1.9726397997736729E0	0.33925475675282724E0	0.5573471003796447E0	0.5681089273490683E0	-0.8157605210029291E0	-1.7602258156129291E0	1834.8165148568653E0	3229.6913966723946E0	-6.343723844162007E0	2.0474226184727673E0	0.051594183108675404E0	0.0749473396736548E0	0.43154232098349915E0	-1.2124260446857882E0	-2.317269828185025E0	1393.7485211826443E0	3229.6913966723946E0	-8.351269326939057E0	1.5552466547792232E0	0.1508906421997981E0	0.19831341546259176E0	0.4157800885748487E0	-1.2661074247193354E0	-2.405117578928939E0	762.8801729527215E0	1834.8165148568653E0	-8.66786613293245E0	1.4984407332428658E0
hsa-miR-98-5p	X	53556299	53556321	22	-	4767.631485726446E0	1101.113324657472E0	424.1276458128132E0	595.9539357158058E0	0.9506874382389133E0	0.9576267626056207E0	0.9939030354312396E0	-0.008822984675330667E0	-1.0061343655783435E0	623.2890371405845E0	627.1125199560262E0	-2.931964272491475E0	2.896321097759298E0	0.0010188238263307355E0	0.0063908040015291595E0	9.892939999351654E0	3.3063993270684375E0	9.892939999351654E0	1029.3638388964664E0	104.05034687014529E0	3.3948663711014695E0	28.828899618519515E0	0.006026231320102595E0	0.012600301851123609E0	6.027010371704327E0	2.5914425474858276E0	6.027010371704327E0	627.1125199560262E0	104.05034687014529E0	2.068231974571737E0	17.56323974642797E0	0.24143284647286078E0	0.30566727351609896E0	0.6055089693665456E0	-0.7237797642579405E0	-1.651503199112231E0	623.2890371405845E0	1029.3638388964664E0	-4.812625968619097E0	1.7645065366943866E0
hsa-miR-99a-5p	21	16539101	16539123	22	+	17070.83929346821E0	6361.844172912639E0	379.0209015853184E0	2133.854911683526E0	1.28113870128276E-4	0.0015823631465016125E0	0.07674080720016625E0	-3.7038622497290903E0	-13.030876745818665E0	174.26412032876135E0	2270.8142742071186E0	-30.243458896442142E0	-5.61456113026455E0	1.0528281311992926E-7	7.264514105275119E-6	0.0015498614607632336E0	-9.333645023228756E0	-645.2189600917925E0	9.424578388553414E0	6080.91667380967E0	-1497.4934902214297E0	-278.0028822698761E0	0.021582589194058314E0	0.03677033714543269E0	0.3734328879007968E0	-1.4210791048647398E0	-2.6778573403680825E0	2270.8142742071186E0	6080.91667380967E0	-6.215059046579134E0	-1.1537975555212474E0	4.14584030779392E-5	8.208021858720892E-4	18.49038896578787E0	4.208703668634928E0	18.49038896578787E0	174.26412032876135E0	9.424578388553414E0	7.966879066989662E0	42.91448147151515E0
hsa-miR-99b-3p	19	51692656	51692678	22	+	4551.002060327387E0	1260.6671838634602E0	434.5809414715828E0	568.8752575409234E0	0.8433020827090734E0	0.8750051685252039E0	1.005549413184559E0	0.007983978117379137E0	1.005549413184559E0	910.6899560211949E0	905.6640519894524E0	-2.301086032450769E0	2.326696251000177E0	0.11210369899849425E0	0.28648723077392974E0	1.8753344368126397E0	0.9071479008384888E0	1.8753344368126397E0	299.4622855732483E0	159.6847365797978E0	-1.2338363036465843E0	4.339253294062288E0	0.001320144128716481E0	0.003960432386149443E0	5.671575575236313E0	2.5037495744652754E0	5.671575575236313E0	905.6640519894524E0	159.6847365797978E0	2.451136236223005E0	13.12320752729085E0	0.02191094533159056E0	0.04724547587124215E0	3.04108396857671E0	1.6045856517441655E0	3.04108396857671E0	910.6899560211949E0	299.4622855732483E0	1.3142928299010903E0	7.036629504119156E0
hsa-miR-99b-5p	19	51692618	51692640	22	+	47947.48362019406E0	14643.134212567882E0	4792.002328171061E0	5993.435452524258E0	3.3397225032183567E-4	0.002711068855553725E0	3.633353074704454E0	1.8613015678934104E0	3.633353074704454E0	13364.804287767962E0	3678.366514364492E0	2.213378154417255E0	5.964301463407176E0	0.016088205987295448E0	0.06343349789276491E0	1.9256558775920234E0	0.94534991084034E0	1.9256558775920234E0	4561.676203711642E0	2368.89480425293E0	1.1730774754760303E0	3.16104488955425E0	0.07453416115879583E0	0.10251621504797014E0	1.552777484034872E0	0.634851103595214E0	1.552777484034872E0	3678.366514364492E0	2368.89480425293E0	-1.057164957119717E0	2.548949367142975E0	0.0010733007557644633E0	0.004231871551299884E0	2.9298011714350753E0	1.5508027606482844E0	2.9298011714350753E0	13364.804287767962E0	4561.676203711642E0	1.7847860574816186E0	4.809391505587074E0
